,회사명,종목코드,업종
1602,나이스디앤비,130580,기타 사업지원 서비스업
1603,네오위즈홀딩스,042420,소프트웨어 개발 및 공급업
1604,네패스,033640,반도체 제조업
1605,다날,064260,소프트웨어 개발 및 공급업
1606,대동금속,020400,금속 주조업
1607,대림제지,017650,기타 종이 및 판지 제품 제조업
1608,대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1609,대한그린파워,060900,기타 화학제품 제조업
1610,동국알앤에스,075970,기타 비금속 광물제품 제조업
1611,동우팜투테이블,088910,"도축, 육류 가공 및 저장 처리업"
1612,동운아나텍,094170,반도체 제조업
1613,드림씨아이에스,223250,자연과학 및 공학 연구개발업
1614,디아이티,110990,특수 목적용 기계 제조업
1615,디에이치피코리아,131030,의약품 제조업
1616,디케이락,105740,일반 목적용 기계 제조업
1617,디케이앤디,263020,플라스틱제품 제조업
1618,디케이티,290550,전자부품 제조업
1619,라온시큐어,042510,소프트웨어 개발 및 공급업
1620,라파스,214260,기타 화학제품 제조업
1621,리노스,039980,"섬유, 의복, 신발 및 가죽제품 소매업"
1622,리더스 기술투자,019570,신탁업 및 집합투자업
1623,마이크로컨텍솔,098120,전자부품 제조업
1624,메지온,140410,자연과학 및 공학 연구개발업
1625,모다이노칩,080420,"섬유, 의복, 신발 및 가죽제품 소매업"
1626,모베이스전자,012860,자동차 신품 부품 제조업
1627,모비릭스,348030,소프트웨어 개발 및 공급업
1628,미디어젠,279600,소프트웨어 개발 및 공급업
1629,미래나노텍,095500,플라스틱제품 제조업
1630,미래에셋대우스팩 5호,353490,금융 지원 서비스업
1631,미래에셋대우스팩4호,333430,금융 지원 서비스업
1632,미래테크놀로지,213090,소프트웨어 개발 및 공급업
1633,미투젠,950190,소프트웨어 개발 및 공급업
1634,바이오리더스,142760,자연과학 및 공학 연구개발업
1635,바텍,043150,의료용 기기 제조업
1636,뷰웍스,100120,의료용 기기 제조업
1637,블루콤,033560,영상 및 음향기기 제조업
1638,비덴트,121800,통신 및 방송 장비 제조업
1639,비에이치,090460,전자부품 제조업
1640,비올,335890,의료용 기기 제조업
1641,비츠로테크,042370,기타 금융업
1642,비피도,238200,기타 식품 제조업
1643,빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1644,삼강엠앤티,100090,1차 철강 제조업
1645,삼보산업,009620,1차 비철금속 제조업
1646,삼표시멘트,038500,기타 비금속 광물제품 제조업
1647,상상인이안1호스팩,307870,금융 지원 서비스업
1648,상아프론테크,089980,플라스틱제품 제조업
1649,서부T&D,006730,일반 및 생활 숙박시설 운영업
1650,석경에이티,357550,기초 화학물질 제조업
1651,선광,003100,기타 운송관련 서비스업
1652,세진티에스,067770,전자부품 제조업
1653,세화피앤씨,252500,기타 화학제품 제조업
1654,셀레믹스,331920,기초 의약물질 및 생물학적 제제 제조업
1655,셀리드,299660,자연과학 및 공학 연구개발업
1656,소마젠,950200,"그외 기타 전문, 과학 및 기술 서비스업"
1657,수젠텍,253840,의료용품 및 기타 의약 관련제품 제조업
1658,스맥,099440,특수 목적용 기계 제조업
1659,신라섬유,001000,가전제품 및 정보통신장비 소매업
1660,신화콘텍,187270,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1661,쎄니트,037760,1차 철강 제조업
1662,씨씨에스,066790,텔레비전 방송업
1663,씨엔플러스,115530,전자부품 제조업
1664,씨젠,096530,의료용품 및 기타 의약 관련제품 제조업
1665,아리온,058220,통신 및 방송 장비 제조업
1666,아시아경제,127710,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1667,아이디스홀딩스,054800,기타 전문 서비스업
1668,아이쓰리시스템,214430,전자부품 제조업
1669,아주IB투자,027360,기타 금융업
1670,안국약품,001540,의약품 제조업
1671,알테오젠,196170,자연과학 및 공학 연구개발업
1672,알톤스포츠,123750,그외 기타 운송장비 제조업
1673,알파홀딩스,117670,반도체 제조업
1674,압타바이오,293780,자연과학 및 공학 연구개발업
1675,야스,255440,특수 목적용 기계 제조업
1676,에스맥,097780,통신 및 방송 장비 제조업
1677,에스에이티,060540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1678,에스엔유,080000,특수 목적용 기계 제조업
1679,에스엠코어,007820,일반 목적용 기계 제조업
1680,에스코넥,096630,통신 및 방송 장비 제조업
1681,에스티오,098660,봉제의복 제조업
1682,에이치엘비,028300,선박 및 보트 건조업
1683,에이테크솔루션,071670,특수 목적용 기계 제조업
1684,에코마이스터,064510,특수 목적용 기계 제조업
1685,에프엔씨엔터,173940,창작 및 예술관련 서비스업
1686,엔시트론,101400,반도체 제조업
1687,엔에프씨,265740,기타 화학제품 제조업
1688,엘비세미콘,061970,반도체 제조업
1689,엘이티,297890,특수 목적용 기계 제조업
1690,엠에스씨,009780,기타 식품 제조업
1691,엠젠플러스,032790,기계장비 및 관련 물품 도매업
1692,연우,115960,플라스틱제품 제조업
1693,오디텍,080520,반도체 제조업
1694,오킨스전자,080580,전자부품 제조업
1695,와이엔텍,067900,폐기물 처리업
1696,와이오엠,066430,기타 전문 도매업
1697,와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업
1698,우리기술투자,041190,기타 금융업
1699,우주일렉트로,065680,전자부품 제조업
1700,웹케시,053580,소프트웨어 개발 및 공급업
1701,위니아딤채,071460,가정용 기기 제조업
1702,위더스제약,330350,의약품 제조업
1703,위드텍,348350,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1704,위지윅스튜디오,299900,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1705,윈스,136540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1706,윈텍,320000,특수 목적용 기계 제조업
1707,유라테크,048430,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1708,유틸렉스,263050,기초 의약물질 및 생물학적 제제 제조업
1709,율호,072770,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1710,이그잭스,060230,전자부품 제조업
1711,이니텍,053350,소프트웨어 개발 및 공급업
1712,이더블유케이,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1713,인지디스플레,037330,전자부품 제조업
1714,인콘,083640,통신 및 방송 장비 제조업
1715,인크로스,216050,광고업
1716,일지테크,019540,자동차 신품 부품 제조업
1717,제이에스티나,026040,귀금속 및 장신용품 제조업
1718,제이엠아이,033050,기록매체 복제업
1719,제일전기공업,199820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1720,지니틱스,303030,반도체 제조업
1721,진로발효,018120,알코올음료 제조업
1722,체리부로,066360,"도축, 육류 가공 및 저장 처리업"
1723,케이디켐,221980,기타 화학제품 제조업
1724,케이씨티,089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1725,케이피에스,256940,특수 목적용 기계 제조업
1726,코디,080530,기타 화학제품 제조업
1727,코리아에스이,101670,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1728,코스온,069110,기타 화학제품 제조업
1729,코아스템,166480,의약품 제조업
1730,큐렉소,060280,기타 상품 전문 소매업
1731,큐로컴,040350,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1732,태양,053620,기타 금속 가공제품 제조업
1733,테크윙,089030,특수 목적용 기계 제조업
1734,투비소프트,079970,소프트웨어 개발 및 공급업
1735,티움바이오,321550,자연과학 및 공학 연구개발업
1736,파인테크닉스,106240,통신 및 방송 장비 제조업
1737,팜스빌,318010,기타 식품 제조업
1738,팬스타엔터프라이즈,054300,일반 목적용 기계 제조업
1739,평화정공,043370,자동차 신품 부품 제조업
1740,포메탈,119500,기타 금속 가공제품 제조업
1741,포스코 ICT,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1742,플레이위드,023770,소프트웨어 개발 및 공급업
1743,피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업
1744,피피아이,062970,통신 및 방송 장비 제조업
1745,한국제8호스팩,310870,금융 지원 서비스업
1746,한국파마,032300,의약품 제조업
1747,한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1748,한창산업,079170,1차 비철금속 제조업
1749,한컴MDS,086960,소프트웨어 개발 및 공급업
1750,한화에스비아이스팩,317320,금융 지원 서비스업
1751,핸디소프트,220180,소프트웨어 개발 및 공급업
1752,현대공업,170030,자동차 신품 부품 제조업
1753,화신정공,126640,자동차 신품 부품 제조업
1754,휴마시스,205470,의료용품 및 기타 의약 관련제품 제조업
1755,휴비츠,065510,의료용 기기 제조업
1756,흥국,010240,특수 목적용 기계 제조업
1757,굿센,243870,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1758,데이드림엔터,348840,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1759,듀켐바이오,176750,의약품 제조업
1760,라온테크,232680,특수 목적용 기계 제조업
1761,라이프사이언스테크놀로지,285770,소프트웨어 개발 및 공급업
1762,명진홀딩스,267060,수산물 가공 및 저장 처리업
1763,미래엔에듀파트너,208890,교육지원 서비스업
1764,바이오인프라생명과학,266470,자연과학 및 공학 연구개발업
1765,셀젠텍,258250,소프트웨어 개발 및 공급업
1766,수프로,185190,산업용 농·축산물 및 동·식물 도매업
1767,에브리봇,270660,가정용 기기 제조업
1768,에스앤디,260970,기타 식품 제조업
1769,에스에이티이엔지,158300,특수 목적용 기계 제조업
1770,에스엠비나,299670,봉제의복 제조업
1771,에이원알폼,234070,산업용 기계 및 장비 임대업
1772,유니포인트,121060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1773,제노텍,066830,기타 화학제품 제조업
1774,케어룸의료산업,327970,의료용 기기 제조업
1775,탑선,180060,기타 전기장비 제조업
1776,파워풀엑스,266870,생활용품 도매업
1777,DB하이텍,000990,반도체 제조업
1778,DL이앤씨,375500,토목 건설업
1779,HSD엔진,082740,일반 목적용 기계 제조업
1780,KG동부제철,016380,1차 철강 제조업
1781,KTB투자증권,030210,금융 지원 서비스업
1782,KTcs,058850,기타 정보 서비스업
1783,LG생활건강,051900,기타 화학제품 제조업
1784,SG세계물산,004060,상품 종합 도매업
1785,SIMPAC,009160,특수 목적용 기계 제조업
1786,SKC,011790,기타 화학제품 제조업
1787,SK가스,018670,기타 전문 도매업
1788,SK디앤디,210980,부동산 임대 및 공급업
1789,SK렌터카,068400,운송장비 임대업
1790,STX엔진,077970,일반 목적용 기계 제조업
1791,STX중공업,071970,일반 목적용 기계 제조업
1792,TCC스틸,002710,1차 철강 제조업
1793,가온전선,000500,절연선 및 케이블 제조업
1794,경보제약,214390,기초 의약물질 및 생물학적 제제 제조업
1795,계양전기,012200,일반 목적용 기계 제조업
1796,고려산업,002140,"곡물가공품, 전분 및 전분제품 제조업"
1797,광전자,017900,반도체 제조업
1798,기아자동차,000270,자동차용 엔진 및 자동차 제조업
1799,넥센,005720,고무제품 제조업
1800,넥스트사이언스,003580,기타 비금속광물 광업
1801,농심,004370,기타 식품 제조업
1802,다우기술,023590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1803,대성산업,128820,연료 소매업
1804,대영포장,014160,"골판지, 종이 상자 및 종이용기 제조업"
1805,대유플러스,000300,통신 및 방송 장비 제조업
1806,대한전선,001440,절연선 및 케이블 제조업
1807,대한제분,001130,"곡물가공품, 전분 및 전분제품 제조업"
1808,대한항공,003490,항공 여객 운송업
1809,대한화섬,003830,화학섬유 제조업
1810,대호에이엘,069460,1차 비철금속 제조업
1811,동남합성,023450,기초 화학물질 제조업
1812,동방,004140,기타 운송관련 서비스업
1813,동아타이어,282690,고무제품 제조업
1814,동양피스톤,092780,자동차용 엔진 및 자동차 제조업
1815,동원시스템즈,014820,플라스틱제품 제조업
1816,디와이파워,210540,특수 목적용 기계 제조업
1817,롯데리츠,330590,부동산 임대 및 공급업
1818,메리츠금융지주,138040,기타 금융업
1819,무림P&P,009580,"펄프, 종이 및 판지 제조업"
1820,미원상사,002840,기타 화학제품 제조업
1821,방림,003610,직물직조 및 직물제품 제조업
1822,보령제약,003850,의약품 제조업
1823,사조오양,006090,수산물 가공 및 저장 처리업
1824,삼아알미늄,006110,1차 비철금속 제조업
1825,삼호개발,010960,기반조성 및 시설물 축조관련 전문공사업
1826,삼화전자공업,011230,영상 및 음향기기 제조업
1827,삼화페인트공업,000390,기타 화학제품 제조업
1828,새론오토모티브,075180,자동차 신품 부품 제조업
1829,서연,007860,기타 금융업
1830,성문전자,014910,전자부품 제조업
1831,세아제강지주,003030,기타 금융업
1832,신세계I&C,035510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1833,쌍방울,102280,봉제의복 제조업
1834,쌍용양회공업,003410,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1835,아남전자,008700,영상 및 음향기기 제조업
1836,아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업"
1837,아시아나IDT,267850,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1838,애경유화,161000,기초 화학물질 제조업
1839,에어부산,298690,항공 여객 운송업
1840,에이엔피,015260,전자부품 제조업
1841,엔케이물산,009810,기타 전문 도매업
1842,영흥,012160,1차 철강 제조업
1843,오리엔트바이오,002630,의약품 제조업
1844,오리온홀딩스,001800,기타 금융업
1845,용평리조트,070960,일반 및 생활 숙박시설 운영업
1846,웅진,016880,기타 금융업
1847,원림,005820,직물직조 및 직물제품 제조업
1848,유니퀘스트,077500,기계장비 및 관련 물품 도매업
1849,이엔플러스,074610,일반 목적용 기계 제조업
1850,이지스밸류플러스리츠,334890,부동산 임대 및 공급업
1851,인바이오젠,101140,생활용품 도매업
1852,일동제약,249420,의약품 제조업
1853,일신석재,007110,"건축자재, 철물 및 난방장치 도매업"
1854,일양약품,007570,의약품 제조업
1855,주연테크,044380,컴퓨터 및 주변장치 제조업
1856,지코,010580,자동차 신품 부품 제조업
1857,진양산업,003780,플라스틱제품 제조업
1858,케이비아이동국실업,001620,자동차 신품 부품 제조업
1859,케이씨,029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1860,케이티스카이라이프,053210,텔레비전 방송업
1861,코오롱,002020,기타 금융업
1862,티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1863,파미셀,005690,기초 의약물질 및 생물학적 제제 제조업
1864,평화홀딩스,010770,자동차 신품 부품 제조업
1865,풀무원,017810,기타 식품 제조업
1866,프레스티지바이오파마,950210,자연과학 및 공학 연구개발업
1867,하이트진로홀딩스,000140,기타 금융업
1868,한국단자공업,025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1869,한국조선해양,009540,선박 및 보트 건조업
1870,한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1871,한농화성,011500,기타 화학제품 제조업
1872,한미약품,128940,의약품 제조업
1873,한신공영,004960,건물 건설업
1874,한익스프레스,014130,도로 화물 운송업
1875,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1876,한화시스템,272210,전자부품 제조업
1877,한화투자증권,003530,금융 지원 서비스업
1878,현대글로비스,086280,기타 운송관련 서비스업
1879,현대약품,004310,의약품 제조업
1880,현대중공업지주,267250,석유 정제품 제조업
1881,현대해상,001450,보험업
1882,현대홈쇼핑,057050,무점포 소매업
1883,화승알앤에이,013520,자동차 신품 부품 제조업
1884,효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1885,효성티앤씨,298020,화학섬유 제조업
1886,GV,045890,전구 및 조명장치 제조업
1887,HB테크놀러지,078150,특수 목적용 기계 제조업
1888,IBKS제12호스팩,335870,금융 지원 서비스업
1889,ISC,095340,전자부품 제조업
1890,KG이니시스,035600,소프트웨어 개발 및 공급업
1891,KNN,058400,텔레비전 방송업
1892,MP한강,219550,생활용품 도매업
1893,NE능률,053290,"서적, 잡지 및 기타 인쇄물 출판업"
1894,NHN한국사이버결제,060250,기타 정보 서비스업
1895,SBI인베스트먼트,019550,신탁업 및 집합투자업
1896,SG,255220,기타 비금속 광물제품 제조업
1897,갤럭시아머니트리,094480,소프트웨어 개발 및 공급업
1898,고려제약,014570,의약품 제조업
1899,구영테크,053270,자동차 신품 부품 제조업
1900,국일제지,078130,기타 종이 및 판지 제품 제조업
1901,금강철강,053260,1차 철강 제조업
1902,기가레인,049080,특수 목적용 기계 제조업
1903,나노캠텍,091970,플라스틱제품 제조업
1904,나라엠앤디,051490,특수 목적용 기계 제조업
1905,나우IB,293580,기타 금융업
1906,내츄럴엔도텍,168330,자연과학 및 공학 연구개발업
1907,네오펙트,290660,의료용 기기 제조업
1908,녹십자엠에스,142280,의료용품 및 기타 의약 관련제품 제조업
1909,뉴지랩,214870,통신 및 방송 장비 제조업
1910,대동기어,008830,특수 목적용 기계 제조업
1911,대륙제관,004780,기타 금속 가공제품 제조업
1912,대모,317850,특수 목적용 기계 제조업
1913,대보마그네틱,290670,기타 전기장비 제조업
1914,대성엘텍,025440,영상 및 음향기기 제조업
1915,대성창투,027830,신탁업 및 집합투자업
1916,대양제지,006580,"펄프, 종이 및 판지 제조업"
1917,대정화금,120240,기초 화학물질 제조업
1918,대창스틸,140520,1차 철강 제조업
1919,덕우전자,263600,전자부품 제조업
1920,동성화인텍,033500,기초 화학물질 제조업
1921,동양에스텍,060380,1차 철강 제조업
1922,동양이엔피,079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1923,동일철강,023790,1차 철강 제조업
1924,디스플레이텍,066670,전자부품 제조업
1925,디에스케이,109740,특수 목적용 기계 제조업
1926,디자인,227100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1927,디젠스,113810,자동차 신품 부품 제조업
1928,러셀,217500,특수 목적용 기계 제조업
1929,레이,228670,의료용 기기 제조업
1930,매일유업,267980,낙농제품 및 식용빙과류 제조업
1931,맥스로텍,141070,특수 목적용 기계 제조업
1932,멀티캠퍼스,067280,기타 교육기관
1933,메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업"
1934,메디프론,065650,기계장비 및 관련 물품 도매업
1935,모바일어플라이언스,087260,소프트웨어 개발 및 공급업
1936,미투온,201490,소프트웨어 개발 및 공급업
1937,바른손,018700,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1938,바이오로그디바이스,208710,전자부품 제조업
1939,바이오솔루션,086820,기초 의약물질 및 생물학적 제제 제조업
1940,바이오톡스텍,086040,자연과학 및 공학 연구개발업
1941,버추얼텍,036620,기타 전문 도매업
1942,베스파,299910,소프트웨어 개발 및 공급업
1943,뷰노,338220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1944,비나텍,126340,일차전지 및 축전지 제조업
1945,빅솔론,093190,컴퓨터 및 주변장치 제조업
1946,삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1947,삼성스팩2호,291230,금융 지원 서비스업
1948,상상인,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1949,상신전자,263810,전자부품 제조업
1950,서진시스템,178320,통신 및 방송 장비 제조업
1951,서플러스글로벌,140070,기계장비 및 관련 물품 도매업
1952,선익시스템,171090,특수 목적용 기계 제조업
1953,성광벤드,014620,1차 철강 제조업
1954,세동,053060,자동차 신품 부품 제조업
1955,소프트센,032680,기계장비 및 관련 물품 도매업
1956,스타모빌리티,158310,특수 목적용 기계 제조업
1957,신진에스엠,138070,기타 금속 가공제품 제조업
1958,심텍홀딩스,036710,통신 및 방송 장비 제조업
1959,쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업
1960,씨티케이코스메틱스,260930,기타 화학제품 제조업
1961,아모그린텍,125210,전자부품 제조업
1962,아미노로직스,074430,기타 전문 도매업
1963,아바텍,149950,전자부품 제조업
1964,아이디스,143160,통신 및 방송 장비 제조업
1965,아이비김영,339950,일반 교습 학원
1966,아이앤씨,052860,반도체 제조업
1967,아이에스이커머스,069920,무점포 소매업
1968,아이엠,101390,전자부품 제조업
1969,아이엠텍,226350,전자부품 제조업
1970,아진엑스텍,059120,반도체 제조업
1971,아톤,158430,소프트웨어 개발 및 공급업
1972,알엔투테크놀로지,148250,전자부품 제조업
1973,압타머사이언스,291650,자연과학 및 공학 연구개발업
1974,액토즈소프트,052790,소프트웨어 개발 및 공급업
1975,앤씨앤,092600,반도체 제조업
1976,에스엠,041510,오디오물 출판 및 원판 녹음업
1977,에스제이케이,080440,기타 전문 도매업
1978,에스티아이,039440,특수 목적용 기계 제조업
1979,에이치엘비제약,047920,자연과학 및 공학 연구개발업
1980,에이치케이,044780,특수 목적용 기계 제조업
1981,에이텍,045660,컴퓨터 및 주변장치 제조업
1982,에코프로,086520,기타 화학제품 제조업
1983,에코프로비엠,247540,일차전지 및 축전지 제조업
1984,엔비티,236810,광고업
1985,엔에이치스팩17호,359090,금융 지원 서비스업
1986,엔에이치스팩18호,365590,금융 지원 서비스업
1987,엘앤케이바이오,156100,의료용 기기 제조업
1988,오로스테크놀로지,322310,특수 목적용 기계 제조업
1989,오리엔탈정공,014940,일반 목적용 기계 제조업
1990,오리콤,010470,광고업
1991,오션브릿지,241790,특수 목적용 기계 제조업
1992,오스템,031510,자동차 신품 부품 제조업
1993,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1994,우리로,046970,기타 전문 도매업
1995,우정바이오,215380,자연과학 및 공학 연구개발업
1996,원방테크,053080,일반 목적용 기계 제조업
1997,원익홀딩스,030530,기타 금융업
1998,월덱스,101160,전자부품 제조업
1999,웰크론한텍,076080,건물 건설업
2000,웹스,196700,합성고무 및 플라스틱 물질 제조업
2001,윙입푸드,900340,기타 금융업
2002,유니셈,036200,특수 목적용 기계 제조업
2003,유니트론텍,142210,자동차 부품 및 내장품 판매업
2004,유일에너테크,340930,특수 목적용 기계 제조업
2005,유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2006,유진로봇,056080,특수 목적용 기계 제조업
2007,이노와이즈,086250,특수 목적용 기계 제조업
2008,이노인스트루먼트,215790,통신 및 방송 장비 제조업
2009,이라이콤,041520,상품 중개업
2010,이베스트투자증권,078020,금융 지원 서비스업
2011,이엑스티,226360,토목 건설업
2012,이원컴포텍,088290,자동차 신품 부품 제조업
2013,이지웰,090850,소프트웨어 개발 및 공급업
2014,이크레더블,092130,기타 정보 서비스업
2015,이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2016,인트로메딕,150840,의료용 기기 제조업
2017,인트론바이오,048530,기초 의약물질 및 생물학적 제제 제조업
2018,인프라웨어,041020,소프트웨어 개발 및 공급업
2019,일야,058450,통신 및 방송 장비 제조업
2020,일진파워,094820,전기 및 통신 공사업
2021,제노포커스,187420,기초 의약물질 및 생물학적 제제 제조업
2022,제닉,123330,기타 화학제품 제조업
2023,제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2024,젠큐릭스,229000,의료용품 및 기타 의약 관련제품 제조업
2025,중앙에너비스,000440,기타 전문 도매업
2026,지엘팜텍,204840,자연과학 및 공학 연구개발업
2027,진매트릭스,109820,자연과학 및 공학 연구개발업
2028,창해에탄올,004650,알코올음료 제조업
2029,청담러닝,096240,일반 교습 학원
2030,청보산업,013720,자동차 신품 부품 제조업
2031,컬러레이,900310,기타 금융업
2032,케어랩스,263700,소프트웨어 개발 및 공급업
2033,케어젠,214370,기초 의약물질 및 생물학적 제제 제조업
2034,케이엔제이,272110,특수 목적용 기계 제조업
2035,케이엠,083550,기타 섬유제품 제조업
2036,케이엠제약,225430,기타 화학제품 제조업
2037,케이프,064820,선박 및 보트 건조업
2038,켐트로닉스,089010,기타 화학제품 제조업
2039,켐트로스,220260,기타 화학제품 제조업
2040,코다코,046070,자동차 신품 부품 제조업
2041,코리아에프티,123410,자동차 신품 부품 제조업
2042,코센,009730,1차 철강 제조업
2043,코퍼스코리아,322780,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2044,큐로홀딩스,051780,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2045,키네마스터,139670,소프트웨어 개발 및 공급업
2046,티피씨글로벌,130740,자동차 신품 부품 제조업
2047,파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2048,파트론,091700,전자부품 제조업
2049,팬젠,222110,의약품 제조업
2050,포스코엠텍,009520,1차 철강 제조업
2051,포인트엔지니어링,256630,기타 금속 가공제품 제조업
2052,포티스,141020,무점포 소매업
2053,피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2054,피엔에이치테크,239890,기초 화학물질 제조업
2055,필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업"
2056,하나머스트제6호스팩,307160,금융 지원 서비스업
2057,하림지주,003380,기타 금융업
2058,하이제5호스팩,340120,금융 지원 서비스업
2059,하이텍팜,106190,기타 전문 도매업
2060,한국가구,004590,생활용품 도매업
2061,한국정밀기계,101680,특수 목적용 기계 제조업
2062,한빛소프트,047080,소프트웨어 개발 및 공급업
2063,한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업
2064,현대바이오랜드,052260,기타 화학제품 제조업
2065,현대통신,039010,통신 및 방송 장비 제조업
2066,휘닉스소재,050090,전자부품 제조업
2067,휴림로봇,090710,특수 목적용 기계 제조업
2068,KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2069,나우코스,257990,기타 화학제품 제조업
2070,노브메타파마,229500,자연과학 및 공학 연구개발업
2071,대동고려삼,178600,기타 식품 제조업
2072,더콘텐츠온,302920,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2073,도부마스크,227420,기타 전문 도매업
2074,루트락,253610,기타 전문 도매업
2075,볼빅,206950,운동 및 경기용구 제조업
2076,뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2077,스템랩,258540,자연과학 및 공학 연구개발업
2078,시그넷이브이,260870,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2079,시큐센,232830,소프트웨어 개발 및 공급업
2080,씨엔티드림,286000,기타 화학제품 제조업
2081,에스엔피제네틱스,086460,자연과학 및 공학 연구개발업
2082,에이비온,203400,자연과학 및 공학 연구개발업
2083,에이스캠퍼,322190,자동차 차체 및 트레일러 제조업
2084,엔솔바이오사이언스,140610,자연과학 및 공학 연구개발업
2085,인터코스,240340,기타 화학제품 제조업
2086,질경이,233990,기타 화학제품 제조업
2087,크로넥스,215570,자연과학 및 공학 연구개발업
2088,파마리서치바이오,217950,의약품 제조업
2089,판도라티비,202960,소프트웨어 개발 및 공급업
2090,피노텍,150440,소프트웨어 개발 및 공급업
2091,BYC,001460,봉제의복 제조업
2092,DB손해보험,005830,보험업
2093,GS,078930,기타 금융업
2094,HMM,011200,해상 운송업
2095,JB금융지주,175330,기타 금융업
2096,LS네트웍스,000680,상품 종합 도매업
2097,NH투자증권,005940,금융 지원 서비스업
2098,SK,034730,기타 금융업
2099,SK디스커버리,006120,기타 금융업
2100,강남제비스코,000860,기타 화학제품 제조업
2101,경동나비엔,009450,가정용 기기 제조업
2102,광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2103,교촌에프앤비,339770,음·식료품 및 담배 도매업
2104,그린케미칼,083420,기타 화학제품 제조업
2105,금호석유화학,011780,기초 화학물질 제조업
2106,금호에이치티,214330,자동차 신품 부품 제조업
2107,깨끗한나라,004540,"펄프, 종이 및 판지 제조업"
2108,남광토건,001260,토목 건설업
2109,노루홀딩스,000320,기타 금융업
2110,대동공업,000490,특수 목적용 기계 제조업
2111,대상홀딩스,084690,기타 금융업
2112,대성에너지,117580,연료용 가스 제조 및 배관공급업
2113,대우부품,009320,자동차 신품 부품 제조업
